User_ID,Timestamp,Alpha_Waves,Beta_Waves,Gamma_Waves,Delta_Waves,Theta_Waves
4c1646fc,2025-03-24 19:34:12,34.96,39.81,41.17,20.15,31.67
ece85c9e,2025-03-24 19:35:36,41.56,23.69,30.8,10.12,36.79
475b382e,2025-03-24 19:00:42,46.54,61.64,42.95,22.03,33.76
430376af,2025-03-24 19:14:07,71.22,26.12,22.34,22.21,39.09
c5e7ceaa,2025-03-24 19:19:09,51.72,38.39,58.81,35.26,47.92
bb27d3f9,2025-03-24 19:14:33,59.65,32.91,19.74,30.08,37.54
7b1fd6a4,2025-03-24 18:57:14,62.33,21.75,11.42,28.7,42.34
d4b4ed07,2025-03-24 19:01:53,66.21,67.01,31.92,34.58,28.32
f32ab4df,2025-03-24 18:55:56,77.23,46.78,55.97,21.35,45.53
ced61a54,2025-03-24 18:47:03,52.74,40.88,25.9,19.01,32.98
ced61a54,2025-03-24 19:34:23,67.82,33.2,34.55,38.95,51.13
c68eac0d,2025-03-24 19:25:37,39.91,30.78,29.48,28.33,45.54
7363f94b,2025-03-24 19:08:00,67.85,25.86,32.81,47.24,44.77
777c05cb,2025-03-24 19:13:44,57.78,37.79,56.0,41.45,22.06
114ee19f,2025-03-24 19:33:01,37.64,65.89,59.43,5.06,18.91
88559e67,2025-03-24 18:53:14,38.97,49.91,12.35,20.18,16.29
b8e82167,2025-03-24 19:06:10,33.07,35.36,33.12,21.87,25.56
bb27d3f9,2025-03-24 18:58:30,50.48,68.44,46.5,40.44,29.64
9500e92b,2025-03-24 18:58:57,74.53,62.06,38.34,34.44,16.6
01ea7dd5,2025-03-24 19:08:27,44.64,29.31,49.5,40.26,20.58
ced61a54,2025-03-24 19:31:07,40.58,28.23,23.0,28.46,33.02
6a2c7a71,2025-03-24 19:10:26,65.04,21.52,34.86,43.7,16.6
5ccb9454,2025-03-24 18:47:58,59.65,23.97,14.75,9.33,15.78
b8e82167,2025-03-24 19:25:55,31.13,45.37,56.27,20.44,35.95
812ad33f,2025-03-24 19:23:51,62.55,62.79,32.38,32.4,31.14
6bf3f07f,2025-03-24 19:18:15,51.63,56.97,13.52,21.27,23.75
c763a829,2025-03-24 19:27:16,53.12,52.74,10.35,25.79,32.22
c68eac0d,2025-03-24 18:49:44,37.42,52.11,56.28,12.69,36.8
9fb4d034,2025-03-24 18:56:45,41.89,45.54,55.53,36.25,52.77
a4f37be9,2025-03-24 18:51:35,53.87,45.93,48.91,18.18,29.55
4a1dc918,2025-03-24 18:48:45,48.76,52.59,15.66,30.68,52.79
475b382e,2025-03-24 18:55:06,50.22,39.62,24.73,41.11,22.94
a9f8d8c9,2025-03-24 18:50:33,46.4,21.29,40.11,45.04,46.82
f32ab4df,2025-03-24 19:08:48,76.56,20.41,30.44,10.47,52.11
7b1fd6a4,2025-03-24 18:52:34,37.51,35.6,42.66,33.38,24.9
4bc62d73,2025-03-24 18:59:56,72.51,30.19,29.84,25.63,15.02
6a2c7a71,2025-03-24 19:26:31,39.49,62.12,35.04,38.47,43.44
d4b4ed07,2025-03-24 19:07:06,31.18,59.47,20.58,44.88,33.2
c5e7ceaa,2025-03-24 18:58:48,37.76,26.59,33.58,36.47,15.72
3d13faa9,2025-03-24 18:54:54,77.56,56.14,19.29,39.52,41.94
3d13faa9,2025-03-24 18:53:00,64.4,69.91,24.72,15.93,35.73
475b382e,2025-03-24 19:01:15,65.77,32.65,50.59,48.82,41.73
f32ab4df,2025-03-24 19:18:31,70.6,52.18,20.09,34.64,32.94
5c7cba20,2025-03-24 19:29:05,63.86,60.27,34.9,17.18,51.59
9a5e7a25,2025-03-24 19:02:23,70.96,30.0,44.79,11.08,19.2
4bc62d73,2025-03-24 18:54:55,57.81,25.91,50.1,10.94,24.01
4a1dc918,2025-03-24 19:11:20,54.41,28.43,49.78,22.37,40.62
b8e82167,2025-03-24 19:28:23,74.2,55.18,13.3,46.35,30.89
461dbbc4,2025-03-24 19:10:04,78.98,51.76,39.91,38.47,25.15
d4b4ed07,2025-03-24 18:58:45,66.08,40.73,34.97,36.36,34.9
4bc62d73,2025-03-24 19:20:52,65.81,52.1,32.4,26.7,41.39
d776f047,2025-03-24 18:57:35,33.89,41.16,23.03,31.29,25.23
430376af,2025-03-24 18:57:45,35.29,33.28,39.14,30.58,35.77
b9134cc9,2025-03-24 19:11:05,57.64,44.58,37.82,16.23,52.61
a9f8d8c9,2025-03-24 18:45:47,59.37,31.12,29.23,46.57,20.79
f9f37797,2025-03-24 19:30:55,31.89,64.39,42.92,30.45,44.42
7363f94b,2025-03-24 19:04:23,65.1,63.3,48.98,13.83,25.34
cc07c778,2025-03-24 18:46:53,37.54,34.95,49.17,44.74,27.22
78ea41ca,2025-03-24 18:49:45,31.87,44.45,46.2,20.09,25.55
f32ab4df,2025-03-24 19:00:12,63.16,35.72,35.9,21.75,20.19
866b55d3,2025-03-24 19:04:20,63.74,38.49,42.55,11.11,44.45
5ccb9454,2025-03-24 19:03:28,31.79,43.52,48.39,22.39,18.59
c763a829,2025-03-24 18:52:36,76.45,35.36,15.54,6.63,34.95
dd03f568,2025-03-24 18:51:01,30.93,40.02,21.35,28.05,50.47
d4b4ed07,2025-03-24 19:16:21,48.18,28.14,17.93,32.62,25.28
9fb4d034,2025-03-24 19:02:59,41.46,22.35,48.52,11.46,41.72
866b55d3,2025-03-24 18:59:20,30.92,60.14,20.2,31.15,20.3
c763a829,2025-03-24 19:24:58,58.13,46.85,44.04,25.71,38.77
4bc62d73,2025-03-24 18:57:58,42.08,43.31,29.76,32.05,25.4
c5e7ceaa,2025-03-24 19:03:16,54.11,60.5,27.06,33.08,39.48
ced61a54,2025-03-24 19:11:34,37.58,23.33,50.65,44.56,38.84
936534c7,2025-03-24 19:03:19,53.29,56.28,14.42,44.61,43.62
c763a829,2025-03-24 18:56:52,69.52,45.17,22.37,13.78,51.65
cc07c778,2025-03-24 18:59:48,71.97,53.91,33.67,5.94,41.9
4a1dc918,2025-03-24 18:48:53,49.86,43.84,37.68,47.29,24.44
114ee19f,2025-03-24 18:48:12,68.8,29.98,42.19,12.87,53.4
58265ae3,2025-03-24 18:45:59,32.28,26.39,46.34,7.35,18.87
58265ae3,2025-03-24 18:47:28,79.19,27.84,57.05,6.81,28.85
88559e67,2025-03-24 19:07:20,69.07,35.8,26.13,8.44,26.84
9500e92b,2025-03-24 19:07:02,51.37,62.81,37.7,12.69,31.83
4bc62d73,2025-03-24 19:29:44,34.72,25.0,41.77,38.98,50.84
7363f94b,2025-03-24 18:52:59,79.86,30.73,57.91,7.87,47.06
812ad33f,2025-03-24 19:16:25,37.25,37.65,46.53,27.43,54.98
812ad33f,2025-03-24 19:12:01,64.59,55.88,47.28,28.68,42.49
d776f047,2025-03-24 19:23:16,55.88,46.84,28.52,32.66,51.7
dd03f568,2025-03-24 19:06:02,51.89,23.49,25.61,37.19,18.47
7b1fd6a4,2025-03-24 19:09:13,42.63,53.1,56.02,9.14,42.8
6a2c7a71,2025-03-24 19:09:30,43.49,26.86,37.62,12.93,24.65
c763a829,2025-03-24 19:22:50,64.14,43.76,38.92,42.6,26.06
b8e82167,2025-03-24 18:54:21,41.43,62.96,39.34,25.61,24.18
f12ce47f,2025-03-24 18:50:11,38.48,25.1,55.35,21.89,26.16
7b1fd6a4,2025-03-24 19:33:05,66.21,29.89,11.67,39.64,39.82
96ddd082,2025-03-24 19:29:15,74.53,69.74,34.92,42.42,32.29
b6edafc5,2025-03-24 19:18:16,43.28,32.17,47.54,24.57,28.97
ec8c1b9f,2025-03-24 19:06:24,64.53,56.22,26.84,41.2,54.03
548859c2,2025-03-24 19:14:56,70.61,51.79,15.94,19.69,42.94
4bc62d73,2025-03-24 19:34:03,48.63,44.86,51.45,45.62,46.21
b6edafc5,2025-03-24 19:35:43,60.16,44.6,32.61,32.25,34.29
461dbbc4,2025-03-24 19:09:33,53.71,55.02,43.57,18.81,30.19
6bf3f07f,2025-03-24 18:55:19,42.14,66.87,48.56,49.65,32.93
ec8c1b9f,2025-03-24 18:52:24,30.95,59.56,20.13,33.26,26.62
f9f37797,2025-03-24 19:28:12,43.54,49.91,59.9,49.83,38.3
ced61a54,2025-03-24 19:20:06,49.16,57.53,49.23,20.44,29.81
ec8c1b9f,2025-03-24 19:22:55,37.46,60.29,10.92,27.21,44.07
6a2c7a71,2025-03-24 19:02:28,72.17,38.1,30.19,9.73,38.07
ec8c1b9f,2025-03-24 19:14:08,51.76,60.69,52.37,26.36,42.58
a9cf3871,2025-03-24 19:34:16,70.98,41.31,30.25,30.85,29.6
9500e92b,2025-03-24 18:46:14,57.3,39.65,37.9,7.11,40.2
b9134cc9,2025-03-24 19:20:25,42.75,28.43,25.3,31.98,44.39
6a2c7a71,2025-03-24 19:11:11,76.85,47.12,13.97,16.53,43.02
88559e67,2025-03-24 18:46:54,52.4,34.33,28.26,21.23,23.33
7b1fd6a4,2025-03-24 19:14:10,49.96,53.19,52.9,17.67,41.06
ece85c9e,2025-03-24 19:16:50,79.75,35.78,55.53,21.59,50.42
430376af,2025-03-24 18:52:23,61.66,40.16,16.57,8.34,52.02
d4b4ed07,2025-03-24 18:46:43,50.34,54.72,15.98,31.91,17.18
c68eac0d,2025-03-24 18:45:52,61.89,58.22,50.12,19.98,25.02
5ccb9454,2025-03-24 19:28:57,67.81,25.61,46.36,36.71,51.09
7363f94b,2025-03-24 18:45:51,45.57,23.01,50.26,32.04,47.16
d4d69118,2025-03-24 19:19:54,37.81,65.27,37.74,49.94,26.06
bb27d3f9,2025-03-24 19:07:09,37.36,49.13,26.41,22.39,39.27
6a2c7a71,2025-03-24 18:52:59,35.95,60.6,56.4,42.63,31.74
d776f047,2025-03-24 18:55:33,48.51,52.2,36.49,9.07,36.58
f9f37797,2025-03-24 19:33:02,34.09,55.58,17.25,35.47,20.6
f12ce47f,2025-03-24 18:51:56,57.88,56.87,37.77,38.69,30.23
c5e7ceaa,2025-03-24 18:51:24,30.86,20.65,37.68,29.67,45.91
9a5e7a25,2025-03-24 18:48:05,54.5,66.76,35.13,32.56,34.34
a4f37be9,2025-03-24 19:03:26,59.39,30.43,38.96,32.82,27.49
430376af,2025-03-24 19:01:43,71.18,57.71,24.42,33.11,17.92
ced61a54,2025-03-24 19:12:20,42.34,51.5,10.42,24.87,37.97
6a2c7a71,2025-03-24 18:55:54,65.56,46.07,41.12,48.38,36.77
6a2c7a71,2025-03-24 18:47:27,30.92,54.46,46.95,18.86,40.7
bb27d3f9,2025-03-24 19:20:09,56.65,23.72,28.46,7.71,19.67
01ea7dd5,2025-03-24 19:05:10,37.52,48.34,52.82,46.94,44.54
5ccb9454,2025-03-24 18:45:59,33.88,47.21,57.45,17.49,17.74
01ea7dd5,2025-03-24 19:05:18,69.91,60.58,30.04,43.72,43.9
d4d69118,2025-03-24 19:22:16,77.13,21.82,19.97,16.72,35.69
a9cf3871,2025-03-24 19:21:16,46.08,35.57,31.77,40.14,15.31
475b382e,2025-03-24 19:24:30,35.35,43.31,23.68,49.53,45.55
461dbbc4,2025-03-24 19:10:19,78.48,28.37,39.2,34.13,38.9
d4d69118,2025-03-24 18:53:06,64.46,25.13,41.48,41.47,19.2
c5e7ceaa,2025-03-24 19:33:27,40.09,21.23,26.94,8.24,44.2
b6edafc5,2025-03-24 19:22:49,79.59,37.59,37.0,24.07,28.85
50b896fd,2025-03-24 19:17:28,64.57,55.53,13.92,32.09,24.77
4a1dc918,2025-03-24 19:27:40,43.57,32.81,41.74,18.2,30.68
01ea7dd5,2025-03-24 19:03:15,72.53,21.59,33.65,48.57,40.11
548859c2,2025-03-24 18:56:50,64.87,21.41,54.9,8.33,30.45
114ee19f,2025-03-24 19:11:35,36.04,35.3,36.07,22.42,26.31
88559e67,2025-03-24 19:03:34,73.24,65.03,18.35,41.95,54.98
96ddd082,2025-03-24 19:19:57,64.8,68.68,11.39,18.31,54.05
97164053,2025-03-24 18:57:10,40.74,40.84,35.48,21.96,43.04
114ee19f,2025-03-24 19:03:29,32.55,58.67,43.34,47.64,21.61
812ad33f,2025-03-24 19:05:09,46.13,66.64,33.61,30.37,19.83
5c7cba20,2025-03-24 19:12:40,38.5,36.77,18.7,48.4,37.92
9fb4d034,2025-03-24 18:52:29,71.65,23.87,27.41,47.33,21.28
9fb4d034,2025-03-24 18:50:05,47.34,59.67,43.74,6.6,53.72
cc07c778,2025-03-24 18:52:26,41.13,49.47,32.57,30.69,38.05
c5e7ceaa,2025-03-24 18:47:53,43.75,63.6,11.73,23.18,43.14
4c1646fc,2025-03-24 18:59:28,51.33,21.98,38.25,34.62,18.62
936534c7,2025-03-24 19:10:41,54.79,21.66,37.26,30.63,37.88
5c7cba20,2025-03-24 18:46:17,34.26,48.32,38.88,45.62,18.43
4c1646fc,2025-03-24 19:31:08,71.26,52.55,20.73,26.78,24.98
475b382e,2025-03-24 19:34:17,47.81,56.69,37.93,43.56,38.31
d4d69118,2025-03-24 18:53:43,55.05,33.43,41.53,25.02,17.02
9a5e7a25,2025-03-24 19:28:22,61.19,68.06,15.64,26.19,54.36
f12ce47f,2025-03-24 19:35:28,32.14,29.4,30.96,19.33,20.21
461dbbc4,2025-03-24 19:01:49,61.77,63.69,27.87,30.37,31.89
812ad33f,2025-03-24 19:24:24,58.96,68.34,28.74,31.63,29.5
97164053,2025-03-24 18:59:14,75.75,33.4,28.72,48.3,25.29
bb27d3f9,2025-03-24 19:30:38,36.61,51.62,22.01,48.16,40.89
9fb4d034,2025-03-24 19:29:02,52.3,50.71,45.45,29.41,27.6
96ddd082,2025-03-24 19:03:32,71.99,50.87,19.06,9.31,15.63
475b382e,2025-03-24 18:52:38,38.43,29.58,16.69,7.46,52.48
88559e67,2025-03-24 19:00:59,36.42,53.06,45.62,28.99,41.7
4a1dc918,2025-03-24 19:10:56,31.45,51.01,59.89,24.08,54.89
f32ab4df,2025-03-24 18:47:56,34.57,25.24,49.72,45.9,51.11
812ad33f,2025-03-24 19:07:17,40.87,26.7,23.92,9.68,48.5
7b1fd6a4,2025-03-24 19:21:28,35.0,47.27,23.8,29.51,35.66
548859c2,2025-03-24 18:49:40,31.0,23.51,53.55,9.18,31.46
f32ab4df,2025-03-24 19:24:05,63.74,50.18,23.88,33.11,35.55
9a5e7a25,2025-03-24 19:00:08,69.36,45.48,42.86,43.48,33.93
d4b4ed07,2025-03-24 18:56:09,43.17,34.3,18.55,45.43,48.93
b9134cc9,2025-03-24 19:14:48,56.04,28.03,11.19,8.95,53.37
812ad33f,2025-03-24 19:18:47,30.62,59.9,10.56,34.98,32.08
812ad33f,2025-03-24 19:29:29,58.8,37.4,20.82,42.18,35.41
f9f37797,2025-03-24 19:09:56,52.78,62.58,31.21,30.36,20.74
96ddd082,2025-03-24 19:27:40,54.42,61.15,58.44,28.84,30.69
9fb4d034,2025-03-24 19:16:50,36.06,33.97,25.49,39.8,51.47
50b896fd,2025-03-24 19:21:46,66.23,57.2,19.53,29.06,33.45
7363f94b,2025-03-24 19:13:49,57.55,61.01,21.8,41.61,36.75
777c05cb,2025-03-24 19:18:00,54.77,42.82,59.65,35.56,36.74
461dbbc4,2025-03-24 19:23:45,59.19,42.6,16.56,11.63,37.45
7b1fd6a4,2025-03-24 18:56:51,74.7,58.76,11.14,31.11,27.93
78ea41ca,2025-03-24 18:51:57,60.28,67.88,24.6,41.59,53.47
f12ce47f,2025-03-24 19:09:28,47.63,54.34,40.26,33.82,53.5
ec8c1b9f,2025-03-24 19:14:18,52.04,69.92,24.11,17.24,42.3
b9134cc9,2025-03-24 18:46:01,64.8,63.15,32.94,20.45,53.39
9a5e7a25,2025-03-24 19:06:17,49.7,61.53,18.71,11.69,29.2
4a1dc918,2025-03-24 18:58:14,65.79,23.69,57.83,8.09,36.74
6a2c7a71,2025-03-24 18:47:08,33.0,61.2,20.0,20.72,30.35
c5e7ceaa,2025-03-24 19:05:35,79.31,67.95,50.22,24.56,24.67
50b896fd,2025-03-24 19:34:48,67.57,53.03,51.4,12.1,35.14
b6edafc5,2025-03-24 19:00:24,62.96,39.73,56.18,19.0,49.7
58265ae3,2025-03-24 19:24:38,59.87,63.73,57.97,32.63,52.95
c68eac0d,2025-03-24 18:56:10,41.84,20.33,45.9,16.65,29.89
461dbbc4,2025-03-24 19:27:49,31.47,36.06,57.68,10.06,50.19
5c7cba20,2025-03-24 19:15:41,68.11,42.08,32.57,23.64,16.07
f12ce47f,2025-03-24 18:51:15,42.81,24.82,47.33,44.31,30.55
bb27d3f9,2025-03-24 18:55:08,45.17,51.05,39.67,10.98,20.27
812ad33f,2025-03-24 19:34:46,31.45,37.47,10.73,45.32,49.21
cc07c778,2025-03-24 18:59:20,55.96,54.38,14.19,10.21,29.45
a9f8d8c9,2025-03-24 19:35:14,40.4,64.21,30.19,37.77,24.02
461dbbc4,2025-03-24 19:10:03,45.54,41.49,45.51,33.63,49.11
58265ae3,2025-03-24 19:35:20,45.38,42.45,14.88,27.41,22.05
9500e92b,2025-03-24 19:17:38,43.78,47.82,35.27,18.62,37.13
d4b4ed07,2025-03-24 19:03:09,60.28,69.21,17.53,14.1,23.83
d4b4ed07,2025-03-24 18:55:30,42.55,67.84,41.11,6.07,23.97
7363f94b,2025-03-24 18:52:50,47.83,33.86,46.78,14.77,23.75
6a2c7a71,2025-03-24 19:12:58,70.32,50.66,23.94,30.88,49.95
a9f8d8c9,2025-03-24 19:13:26,38.27,60.62,42.45,20.27,16.29
96ddd082,2025-03-24 19:07:33,58.91,40.07,25.57,25.96,34.39
ec8c1b9f,2025-03-24 19:26:04,55.81,39.2,12.78,38.82,34.79
ced61a54,2025-03-24 19:32:38,59.54,44.63,10.03,13.15,20.96
96ddd082,2025-03-24 19:35:15,62.24,56.59,51.49,7.38,49.45
50b896fd,2025-03-24 18:57:29,38.07,32.33,20.79,29.88,37.78
50b896fd,2025-03-24 19:08:11,44.1,44.07,50.0,37.94,17.64
6a2c7a71,2025-03-24 19:32:13,46.17,67.16,38.68,49.5,39.01
4bc62d73,2025-03-24 19:09:15,57.37,53.5,33.17,15.71,28.8
548859c2,2025-03-24 18:53:37,34.33,39.61,43.65,40.81,32.97
b6edafc5,2025-03-24 19:00:28,59.1,29.62,10.5,49.75,48.45
a9f8d8c9,2025-03-24 19:26:15,73.64,43.41,13.98,7.08,28.49
ec8c1b9f,2025-03-24 19:17:50,49.73,26.26,18.64,5.29,29.9
f9f37797,2025-03-24 19:10:53,78.98,57.14,32.35,38.19,37.46
c5e7ceaa,2025-03-24 19:23:44,66.59,49.97,36.19,22.54,33.92
c763a829,2025-03-24 19:30:24,64.84,66.48,59.59,35.49,37.79
b8e82167,2025-03-24 19:16:04,39.68,49.23,50.35,20.14,18.7
866b55d3,2025-03-24 19:28:24,61.65,37.34,52.4,13.87,43.13
50b896fd,2025-03-24 18:53:53,58.0,67.27,22.53,18.37,34.44
dd03f568,2025-03-24 19:09:52,53.07,61.37,57.83,17.64,39.64
88559e67,2025-03-24 18:57:50,32.09,20.25,39.44,29.62,30.23
d4b4ed07,2025-03-24 18:59:11,55.03,61.0,57.65,16.07,15.47
114ee19f,2025-03-24 19:29:56,58.93,58.04,36.92,14.33,44.13
7363f94b,2025-03-24 19:15:25,71.21,58.49,12.33,19.88,38.76
d776f047,2025-03-24 18:57:55,63.77,35.63,40.93,40.37,27.25
6a2c7a71,2025-03-24 18:55:06,66.78,48.02,15.68,34.86,47.47
d4b4ed07,2025-03-24 18:46:55,56.99,63.09,54.71,36.75,16.56
b8e82167,2025-03-24 19:18:31,67.14,40.58,29.72,42.57,29.88
4c1646fc,2025-03-24 18:50:22,65.69,60.32,16.34,47.39,48.7
b6edafc5,2025-03-24 19:19:40,35.38,36.77,13.11,45.46,16.64
b9134cc9,2025-03-24 19:24:03,71.47,35.56,33.85,7.6,34.08
812ad33f,2025-03-24 18:51:01,71.22,46.43,17.5,6.2,26.81
b9134cc9,2025-03-24 19:02:37,53.94,64.51,49.35,44.57,47.02
f32ab4df,2025-03-24 18:48:02,36.01,39.53,47.83,25.85,27.94
6a2c7a71,2025-03-24 19:23:05,45.83,41.84,45.4,33.63,20.96
475b382e,2025-03-24 19:35:15,63.99,41.23,53.34,8.11,16.98
ec8c1b9f,2025-03-24 19:10:37,34.98,58.56,32.54,16.22,44.62
9fb4d034,2025-03-24 19:18:31,50.38,43.46,24.59,31.58,16.1
6bf3f07f,2025-03-24 18:51:38,65.67,39.36,26.9,7.08,22.15
97164053,2025-03-24 19:03:27,62.45,28.19,57.38,27.56,29.99
3d13faa9,2025-03-24 18:54:19,77.56,69.32,19.56,41.55,47.6
c68eac0d,2025-03-24 19:31:32,46.43,60.62,52.14,40.93,53.67
cc07c778,2025-03-24 18:54:27,49.53,31.83,49.78,46.03,53.03
c763a829,2025-03-24 19:11:55,69.04,49.73,27.45,47.05,36.66
d4b4ed07,2025-03-24 19:09:55,62.35,31.91,55.85,21.62,45.54
5ccb9454,2025-03-24 19:20:12,46.06,29.01,27.48,14.55,42.47
50b896fd,2025-03-24 18:54:49,32.01,49.93,19.14,8.0,44.37
9500e92b,2025-03-24 19:26:34,38.78,41.11,24.45,12.0,21.0
777c05cb,2025-03-24 19:09:17,67.16,23.78,54.39,41.48,27.89
01ea7dd5,2025-03-24 19:31:07,58.53,36.58,55.51,6.98,46.05
bb27d3f9,2025-03-24 18:50:11,71.76,42.1,37.16,13.14,18.3
114ee19f,2025-03-24 19:18:40,66.29,34.82,13.54,7.83,18.01
78ea41ca,2025-03-24 18:46:06,60.9,62.01,29.89,47.33,51.85
d4d69118,2025-03-24 19:30:21,79.88,29.93,35.22,5.67,30.72
c5e7ceaa,2025-03-24 19:04:42,55.85,42.51,18.77,36.39,18.57
a9cf3871,2025-03-24 19:20:43,30.02,65.8,43.16,49.23,36.65
3d13faa9,2025-03-24 18:52:48,78.74,47.15,11.4,9.89,29.06
a9cf3871,2025-03-24 18:47:54,47.21,64.07,58.1,27.46,45.37
96ddd082,2025-03-24 19:15:58,33.51,45.57,49.89,23.86,52.95
9fb4d034,2025-03-24 18:46:09,69.29,36.84,12.11,46.49,29.64
9500e92b,2025-03-24 19:34:42,39.15,46.41,15.51,35.05,50.29
4c1646fc,2025-03-24 19:22:04,52.47,62.94,10.06,9.77,40.22
9fb4d034,2025-03-24 18:53:13,39.09,46.06,18.28,12.69,44.55
cc07c778,2025-03-24 19:21:24,42.53,58.99,58.72,40.52,32.49
bb27d3f9,2025-03-24 18:50:27,31.12,32.48,31.03,27.15,53.22
a9cf3871,2025-03-24 19:02:08,32.86,23.88,44.62,35.84,40.18
50b896fd,2025-03-24 19:21:30,61.67,65.19,57.56,12.52,21.02
cc07c778,2025-03-24 18:53:10,59.38,36.36,21.24,8.66,37.65
4a1dc918,2025-03-24 19:05:39,42.77,47.91,55.65,26.31,30.92
bb27d3f9,2025-03-24 19:24:01,49.38,61.33,13.82,29.93,19.81
bb27d3f9,2025-03-24 19:04:53,47.56,48.11,25.79,45.23,41.79
b9134cc9,2025-03-24 19:19:18,33.23,61.87,18.3,24.63,51.48
78ea41ca,2025-03-24 19:00:38,30.39,61.19,36.82,8.27,48.69
9a5e7a25,2025-03-24 19:11:27,67.61,49.54,12.06,36.19,29.15
4a1dc918,2025-03-24 19:16:56,55.97,52.42,35.01,31.05,38.92
d776f047,2025-03-24 19:02:24,78.83,54.33,42.92,20.77,51.7
777c05cb,2025-03-24 19:35:15,73.7,69.46,47.8,10.81,24.93
ec8c1b9f,2025-03-24 19:32:44,79.17,27.88,30.06,30.67,43.62
01ea7dd5,2025-03-24 19:09:31,47.36,55.31,12.2,23.2,16.36
777c05cb,2025-03-24 19:16:22,39.85,26.61,12.1,20.99,41.76
3d13faa9,2025-03-24 18:46:45,63.43,45.36,23.76,49.35,28.28
d4d69118,2025-03-24 18:47:03,60.72,21.13,30.24,21.5,34.96
866b55d3,2025-03-24 18:48:42,63.37,27.08,24.97,37.8,44.45
a9f8d8c9,2025-03-24 19:00:58,53.79,41.64,35.98,24.82,36.91
7b1fd6a4,2025-03-24 19:16:02,37.45,69.98,13.62,10.37,38.69
9500e92b,2025-03-24 19:34:54,39.92,48.52,44.28,21.07,51.7
b6edafc5,2025-03-24 19:33:20,76.13,48.12,33.04,48.28,25.07
114ee19f,2025-03-24 19:14:56,54.97,55.52,42.67,7.6,19.05
a4f37be9,2025-03-24 18:58:38,76.66,36.05,41.36,8.42,49.12
475b382e,2025-03-24 19:14:07,70.48,64.27,35.06,24.6,50.39
c5e7ceaa,2025-03-24 19:08:49,66.56,23.79,37.71,7.82,52.0
866b55d3,2025-03-24 19:05:24,73.34,48.74,20.82,29.84,39.85
6bf3f07f,2025-03-24 19:17:30,42.97,35.24,44.72,15.38,34.34
114ee19f,2025-03-24 19:12:31,63.52,64.33,53.07,37.35,53.97
114ee19f,2025-03-24 19:03:08,68.85,24.43,29.44,12.94,43.2
78ea41ca,2025-03-24 19:25:40,58.33,47.51,20.07,17.74,45.06
58265ae3,2025-03-24 19:10:06,47.68,57.2,31.1,43.21,15.99
461dbbc4,2025-03-24 18:56:38,40.49,63.77,42.84,22.31,50.03
a4f37be9,2025-03-24 19:21:55,41.68,65.04,57.14,44.46,34.78
f9f37797,2025-03-24 19:21:53,71.34,26.66,17.5,25.54,17.48
b9134cc9,2025-03-24 19:24:57,41.68,26.87,16.03,46.84,52.05
5c7cba20,2025-03-24 19:01:06,44.53,66.9,56.47,30.61,29.24
d776f047,2025-03-24 18:54:51,30.97,32.0,33.03,44.73,44.18
50b896fd,2025-03-24 18:52:23,34.66,26.16,41.23,33.95,25.39
cc07c778,2025-03-24 18:53:12,47.73,63.58,19.14,12.29,28.18
5c7cba20,2025-03-24 19:34:33,43.75,65.3,55.12,15.83,53.33
b9134cc9,2025-03-24 19:23:15,71.6,50.54,21.67,17.7,30.17
f9f37797,2025-03-24 19:21:55,40.58,23.42,22.81,27.99,30.23
01ea7dd5,2025-03-24 19:18:13,55.4,24.15,32.04,32.71,21.72
97164053,2025-03-24 19:20:08,55.33,20.75,58.4,11.04,35.71
548859c2,2025-03-24 19:28:55,44.14,26.33,36.49,7.11,47.42
ece85c9e,2025-03-24 19:08:17,32.9,39.03,14.01,8.63,47.46
7363f94b,2025-03-24 19:20:18,53.83,26.86,27.3,24.09,44.52
cc07c778,2025-03-24 19:33:33,67.8,54.6,39.89,12.16,49.75
a9f8d8c9,2025-03-24 19:10:50,61.95,48.04,29.01,40.0,36.79
a9f8d8c9,2025-03-24 19:09:01,51.15,66.54,34.21,24.23,41.6
3d13faa9,2025-03-24 19:25:46,44.89,36.41,25.82,5.03,44.58
a9cf3871,2025-03-24 18:57:40,75.55,55.97,42.89,16.24,52.29
c5e7ceaa,2025-03-24 18:55:09,43.52,31.6,18.8,7.62,46.03
936534c7,2025-03-24 18:46:24,56.75,37.29,34.45,26.24,37.64
7b1fd6a4,2025-03-24 19:29:12,51.02,27.22,27.19,15.28,31.35
4a1dc918,2025-03-24 19:28:53,66.01,58.61,48.17,28.19,45.52
7b1fd6a4,2025-03-24 19:20:21,42.27,25.9,28.64,35.56,17.02
866b55d3,2025-03-24 18:49:58,49.84,48.92,46.29,33.43,47.55
d4d69118,2025-03-24 19:22:25,70.5,43.74,28.71,17.27,43.05
d4b4ed07,2025-03-24 19:19:56,70.48,34.32,45.44,37.88,36.61
4bc62d73,2025-03-24 19:35:41,41.65,26.69,49.43,9.57,18.25
548859c2,2025-03-24 19:21:30,40.58,27.2,29.49,47.62,41.74
c763a829,2025-03-24 18:45:50,53.79,29.56,34.19,25.13,20.88
936534c7,2025-03-24 19:01:03,75.51,47.67,32.46,33.51,45.15
ced61a54,2025-03-24 19:35:43,77.72,45.17,59.93,39.57,36.51
f12ce47f,2025-03-24 18:50:34,56.86,68.81,35.15,45.43,47.39
